snippet,label,source
"def deserialize_obj(blob):
    return pickle.loads(base64.b64decode(blob))",CWE-502_InsecureDeser,synthetic
"def load_user_pref(json_like_str):
    prefs = eval(json_like_str)
    return prefs",CWE-502_InsecureDeser,synthetic
"def run_expression(expr):
    result = eval(expr)
    return result",CWE-502_InsecureDeser,synthetic
"DB_PASSWORD = ""SuperSecret123!""

def connect():
    return mysql.connect(user=""admin"", password=DB_PASSWORD)",CWE-798_HardcodedCreds,synthetic
"API_KEY = ""sk_live_51H8s9aKJ2mN...""

def call_api():
    headers = {""Authorization"": f""Bearer {API_KEY}""}
    return requests.get(url, headers=headers)",CWE-798_HardcodedCreds,synthetic
"def get_admin_token():
    token = ""admin-token-9f8e7d6c""
    return token",CWE-798_HardcodedCreds,synthetic
"AWS_SECRET = ""wJalrXUtnFEMI/K7MDENG/bPxRfiCY""

def upload_to_s3(file):
    client = boto3.client(""s3"", aws_secret_access_key=AWS_SECRET)",CWE-798_HardcodedCreds,synthetic
"def connect_ftp():
    ftp = FTP(""ftp.example.com"")
    ftp.login(""root"", ""toor1234"")",CWE-798_HardcodedCreds,synthetic
"SECRET_KEY = ""django-insecure-8x!v9z2n""

def get_secret():
    return SECRET_KEY",CWE-798_HardcodedCreds,synthetic
"def smtp_connect():
    server = smtplib.SMTP(""smtp.gmail.com"")
    server.login(""myemail@gmail.com"", ""mypassword123"")",CWE-798_HardcodedCreds,synthetic
"JWT_SECRET = ""myjwtsecretkey12345""

def sign_token(payload):
    return jwt.encode(payload, JWT_SECRET)",CWE-798_HardcodedCreds,synthetic
"def render_comment(comment):
    return f""<div>{comment}</div>""",CWE-79_XSS,synthetic
"@app.route(""/greet"")
def greet():
    name = request.args.get(""name"")
    return ""<h1>Hello "" + name + ""</h1>""",CWE-79_XSS,synthetic
"def build_page(user_bio):
    html = ""<p>"" + user_bio + ""</p>""
    return mark_safe(html)",CWE-79_XSS,synthetic
"@app.route(""/search"")
def search():
    q = request.args.get(""q"")
    return render_template_string(""<p>Results for: "" + q + ""</p>"")",CWE-79_XSS,synthetic
"def show_message(msg):
    return HttpResponse(""<div class='msg'>"" + msg + ""</div>"")",CWE-79_XSS,synthetic
"def profile_page(username):
    return f""<title>{username}'s profile</title>""",CWE-79_XSS,synthetic
"def render_error(err_msg):
    return ""<span style='color:red'>"" + err_msg + ""</span>""",CWE-79_XSS,synthetic
"def echo_input(user_text):
    return mark_safe(""<p>"" + user_text + ""</p>"")",CWE-79_XSS,synthetic
"def get_user(username):
    query = ""SELECT * FROM users WHERE username = %s""
    cursor.execute(query, (username,))
    return cursor.fetchone()",Safe,synthetic
"def ping_host(host):
    if not re.match(r""^[a-zA-Z0-9.-]+$"", host):
        raise ValueError(""Invalid host"")
    subprocess.run([""ping"", ""-c"", ""1"", host], check=True)",Safe,synthetic
"def load_session(data):
    return json.loads(data)",Safe,synthetic
"DB_PASSWORD = os.environ.get(""DB_PASSWORD"")

def connect():
    return mysql.connect(user=""admin"", password=DB_PASSWORD)",Safe,synthetic
"def render_comment(comment):
    return f""<div>{escape(comment)}</div>""",Safe,synthetic
"def add_numbers(a, b):
    return a + b",Safe,synthetic
"def compute_average(values):
    if not values:
        return 0
    return sum(values) / len(values)",Safe,synthetic
"def read_config(path):
    with open(path, ""r"") as f:
        return json.load(f)",Safe,synthetic
"def get_order(order_id):
    sql = ""SELECT * FROM orders WHERE id = %s""
    return db.execute(sql, (order_id,)).fetchall()",Safe,synthetic
"def resolve_dns(domain):
    if not re.match(r""^[a-zA-Z0-9.-]+$"", domain):
        raise ValueError(""bad domain"")
    return subprocess.run([""nslookup"", domain], capture_output=True)",Safe,synthetic
"class ShoppingCart:
    def __init__(self):
        self.items = []

    def add_item(self, item, qty=1):
        self.items.append((item, qty))

    def total_items(self):
        return sum(qty for _, qty in self.items)",Safe,synthetic
"def fibonacci(n):
    a, b = 0, 1
    for _ in range(n):
        a, b = b, a + b
    return a",Safe,synthetic
